# Interpad R
# 
# Measurement Settings:
# Power Supply voltage limit:      2.10E+01 V
# Power Supply current limit:      1.00E-03 A
# Voltage Delay:                       2.00 s
# 
# 
# 
# Bias Voltage[V]	Interpad Voltage [V]	Interpad Current Mean [A]	Interpad Current Error [A]	Resistance (polynom fit) [Ohm]	Resistance (diff) [Ohm]	dR (fit) [Ohm]	Chi2 of Fit [-]	Total Current [A]	
-4.90000E+02	4.49999E+00	3.74022E-05	3.59258E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-4.90000E+02	4.99993E+00	3.74641E-05	1.09646E-10	7.71009E+06	7.51340E+06	4.73161E+04	2.12709E+04	-1.89382E-04
-5.00000E+02	-7.96892E-07	3.73820E-05	8.16497E-11	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	4.99977E-01	3.74500E-05	2.04124E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	9.99992E-01	3.75151E-05	5.91101E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	1.49997E+00	3.75902E-05	5.18545E-11	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	1.99998E+00	3.76584E-05	8.17856E-11	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	2.50001E+00	3.77252E-05	3.96513E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	2.99992E+00	3.77946E-05	6.58230E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	3.49992E+00	3.78581E-05	2.22261E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	4.00013E+00	3.79261E-05	7.40870E-11	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	4.49997E+00	3.79954E-05	4.49296E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.00000E+02	4.99991E+00	3.80641E-05	1.68721E-10	7.38250E+06	7.32744E+06	2.90163E+04	4.36091E+03	-1.93250E-04
-5.10000E+02	-5.45956E-06	3.79731E-05	2.69114E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	4.99975E-01	3.80423E-05	1.53695E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	9.99992E-01	3.81128E-05	2.65456E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	1.49997E+00	3.81773E-05	3.64173E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	1.99998E+00	3.82448E-05	1.01434E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	2.50001E+00	3.83122E-05	2.32283E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	2.99990E+00	3.83816E-05	1.08012E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	3.49992E+00	3.84483E-05	6.64998E-11	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	4.00014E+00	3.85125E-05	3.39509E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	4.49999E+00	3.85801E-05	4.33385E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.10000E+02	4.99988E+00	3.86480E-05	1.50628E-10	7.39960E+06	7.42951E+06	1.63266E+04	8.32365E+02	-1.97109E-04
-5.20000E+02	-3.35582E-06	3.85460E-05	4.54533E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	4.99976E-01	3.86160E-05	1.82635E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	9.99990E-01	3.86843E-05	5.35413E-11	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	1.49997E+00	3.87548E-05	4.16520E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	1.99998E+00	3.88274E-05	9.10433E-11	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	2.50001E+00	3.88917E-05	4.32049E-11	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	2.99991E+00	3.89583E-05	6.12826E-11	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	3.49990E+00	3.90265E-05	4.49691E-11	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	4.00014E+00	3.90960E-05	2.08540E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	4.49999E+00	3.91644E-05	6.55642E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.20000E+02	4.99989E+00	3.92304E-05	2.11187E-10	7.31658E+06	7.32440E+06	2.54781E+04	4.96232E+03	-2.00989E-04
-5.30000E+02	-1.36574E-06	3.91289E-05	8.28654E-11	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	4.99977E-01	3.91953E-05	1.40554E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	9.99990E-01	3.92656E-05	4.28978E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	1.49997E+00	3.93394E-05	3.06195E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	1.99998E+00	3.94082E-05	9.89949E-11	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	2.50001E+00	3.94761E-05	4.57457E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	2.99989E+00	3.95463E-05	2.61958E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	3.49991E+00	3.96180E-05	2.47296E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	4.00013E+00	3.96799E-05	1.59374E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	4.50000E+00	3.97417E-05	5.79272E-11	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.30000E+02	4.99990E+00	3.98065E-05	1.34907E-10	7.35731E+06	7.36324E+06	2.19363E+04	1.02101E+04	-2.04910E-04
-5.40000E+02	-1.36580E-06	3.97082E-05	1.39603E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	4.99979E-01	3.97776E-05	5.88784E-11	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	9.99990E-01	3.98434E-05	6.16441E-11	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	1.49997E+00	3.99104E-05	3.84390E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	1.99998E+00	3.99736E-05	1.72047E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	2.50001E+00	4.00383E-05	1.53261E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	2.99988E+00	4.01076E-05	5.79272E-11	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	3.49991E+00	4.01708E-05	1.87083E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	4.00011E+00	4.02358E-05	2.54689E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	4.49995E+00	4.03029E-05	3.85861E-11	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.40000E+02	4.99988E+00	4.03710E-05	3.60832E-10	7.61599E+06	7.58338E+06	7.85849E+03	1.95679E+03	-2.08806E-04
-5.50000E+02	-5.80102E-06	4.02695E-05	1.36951E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	4.99974E-01	4.03346E-05	2.41431E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	9.99990E-01	4.03990E-05	3.57429E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	1.49996E+00	4.04682E-05	3.44996E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	1.99998E+00	4.05394E-05	1.21198E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	2.50001E+00	4.06090E-05	2.04613E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	2.99991E+00	4.06777E-05	5.43650E-11	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	3.49990E+00	4.07375E-05	1.43727E-09	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	4.00012E+00	4.08021E-05	2.00499E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	4.49995E+00	4.08673E-05	7.76030E-11	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.50000E+02	4.99988E+00	4.09405E-05	4.00111E-10	7.67127E+06	7.42636E+06	8.71101E+04	2.71619E+04	-2.12806E-04
-5.60000E+02	-5.91483E-06	4.08396E-05	2.62467E-11	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	4.99974E-01	4.09095E-05	7.01158E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	9.99990E-01	4.09781E-05	3.22525E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	1.49996E+00	4.10492E-05	2.82843E-11	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	1.99998E+00	4.11222E-05	2.00389E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	2.50001E+00	4.11875E-05	4.71405E-12	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	2.99989E+00	4.12572E-05	2.81938E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	3.49990E+00	4.13269E-05	5.90668E-11	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	4.00012E+00	4.13931E-05	5.22196E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	4.49998E+00	4.14590E-05	3.76061E-10	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.60000E+02	4.99987E+00	4.15315E-05	9.87702E-11	7.19149E+06	7.23475E+06	5.26387E+03	3.12755E+03	-2.16963E-04
-5.70000E+02	-2.38954E-06	4.14286E-05	2.32283E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	4.99976E-01	4.14937E-05	2.07579E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	9.99988E-01	4.15626E-05	1.55563E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	1.49997E+00	4.16328E-05	3.31361E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	1.99998E+00	4.16983E-05	2.13125E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	2.50002E+00	4.17642E-05	3.24277E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	2.99992E+00	4.18300E-05	1.71529E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	3.49992E+00	4.18884E-05	7.45937E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	4.00014E+00	4.19609E-05	5.73488E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	4.50000E+00	4.20323E-05	1.67398E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.70000E+02	4.99990E+00	4.21003E-05	1.51950E-10	7.44095E+06	7.41823E+06	9.14086E+03	5.12494E+02	-2.21038E-04
-5.80000E+02	-3.69738E-06	4.19868E-05	6.23610E-11	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	4.99975E-01	4.20554E-05	3.00925E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	9.99992E-01	4.21262E-05	3.14784E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	1.49997E+00	4.21933E-05	3.12730E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	1.99998E+00	4.22657E-05	1.20830E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	2.50001E+00	4.23365E-05	8.01388E-11	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	2.99992E+00	4.24077E-05	3.17210E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	3.49991E+00	4.24739E-05	2.33286E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	4.00014E+00	4.25406E-05	5.43650E-11	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	4.49998E+00	4.26104E-05	4.20555E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.80000E+02	4.99989E+00	4.26766E-05	2.71784E-10	7.22358E+06	7.24340E+06	1.13542E+04	2.26002E+03	-2.25280E-04
-5.90000E+02	-2.95836E-06	4.25618E-05	6.62437E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	4.99979E-01	4.26373E-05	2.33381E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	9.99991E-01	4.27096E-05	1.81169E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	1.49997E+00	4.27799E-05	4.65618E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	1.99998E+00	4.28518E-05	3.97185E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	2.50003E+00	4.29188E-05	4.36883E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	2.99993E+00	4.29829E-05	1.09848E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	3.49991E+00	4.30547E-05	4.82517E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	4.00012E+00	4.31247E-05	1.51070E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	4.49998E+00	4.31915E-05	8.81930E-10	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-5.90000E+02	4.99988E+00	4.32560E-05	7.76030E-11	7.32219E+06	7.27335E+06	2.16150E+04	2.09875E+03	-2.29600E-04
-6.00000E+02	-5.28975E-06	4.31491E-05	1.38884E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	4.99977E-01	4.32221E-05	2.75802E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	9.99990E-01	4.32950E-05	4.78423E-11	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	1.49997E+00	4.33682E-05	9.84322E-11	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	1.99998E+00	4.34410E-05	4.98888E-11	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	2.50002E+00	4.35142E-05	5.71217E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	2.99989E+00	4.35879E-05	2.39212E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	3.49988E+00	4.36472E-05	4.41814E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	4.00011E+00	4.37039E-05	3.67091E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	4.49996E+00	4.37772E-05	6.00685E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.00000E+02	4.99988E+00	4.38485E-05	3.79678E-10	6.85495E+06	7.18414E+06	1.61526E+04	1.54571E+04	-2.34054E-04
-6.10000E+02	-5.74472E-06	4.37298E-05	3.35956E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	4.99974E-01	4.37983E-05	2.20050E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	9.99988E-01	4.38746E-05	1.30724E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	1.49997E+00	4.39425E-05	1.93046E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	1.99998E+00	4.40128E-05	4.32049E-11	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	2.49999E+00	4.40774E-05	1.10454E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	2.99987E+00	4.41503E-05	4.70484E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	3.49989E+00	4.42229E-05	1.79072E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	4.00012E+00	4.42903E-05	1.99555E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	4.49995E+00	4.43544E-05	3.64448E-10	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.10000E+02	4.99986E+00	4.44200E-05	5.31246E-11	7.36410E+06	7.23843E+06	9.39628E+03	7.07547E+03	-2.38460E-04
-6.20000E+02	-6.19965E-06	4.42975E-05	5.88784E-11	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	4.99974E-01	4.43667E-05	4.35431E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	9.99990E-01	4.44352E-05	1.50628E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	1.49996E+00	4.45104E-05	1.96129E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	1.99998E+00	4.45781E-05	3.26292E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	2.49999E+00	4.46472E-05	1.13431E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	2.99988E+00	4.47159E-05	1.25521E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	3.49990E+00	4.47849E-05	6.24660E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	4.00011E+00	4.48521E-05	6.74800E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	4.49996E+00	4.49195E-05	2.33429E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.20000E+02	4.99988E+00	4.49802E-05	5.09531E-10	7.16604E+06	7.33472E+06	1.17169E+04	2.10467E+03	-2.42829E-04
-6.30000E+02	-5.63101E-06	4.48665E-05	1.32749E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	4.99974E-01	4.49401E-05	1.83545E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	9.99988E-01	4.50080E-05	5.03057E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	1.49996E+00	4.50799E-05	1.74611E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	1.99998E+00	4.51514E-05	5.35682E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	2.50001E+00	4.52254E-05	3.65544E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	2.99990E+00	4.52907E-05	8.04156E-11	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	3.49992E+00	4.53584E-05	6.64998E-11	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	4.00014E+00	4.54294E-05	4.46044E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	4.49996E+00	4.54998E-05	1.39523E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.30000E+02	4.99988E+00	4.55663E-05	1.17851E-10	7.15610E+06	7.18567E+06	2.52718E+04	1.88598E+03	-2.47501E-04
-6.40000E+02	-4.26642E-06	4.54500E-05	6.87330E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	4.99976E-01	4.55239E-05	1.04030E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	9.99991E-01	4.55935E-05	1.97540E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	1.49997E+00	4.56587E-05	1.25521E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	1.99998E+00	4.57263E-05	5.72790E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	2.50001E+00	4.58017E-05	1.67796E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	2.99991E+00	4.58671E-05	1.84932E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	3.49991E+00	4.59389E-05	1.71723E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	4.00013E+00	4.60105E-05	6.47508E-10	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	4.49998E+00	4.60799E-05	2.16025E-11	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.40000E+02	4.99988E+00	4.61421E-05	8.57645E-11	7.19725E+06	7.27971E+06	4.07483E+04	9.20237E+03	-2.51885E-04
-6.50000E+02	-5.06249E-06	4.60280E-05	3.20139E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	4.99975E-01	4.61039E-05	2.55256E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	9.99991E-01	4.61766E-05	1.69967E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	1.49996E+00	4.62474E-05	5.03389E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	1.99998E+00	4.63108E-05	3.47275E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	2.50003E+00	4.63876E-05	4.99489E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	2.99990E+00	4.64629E-05	2.12498E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	3.49990E+00	4.65311E-05	2.36784E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	4.00012E+00	4.66016E-05	4.02768E-11	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	4.49997E+00	4.66667E-05	7.93025E-11	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.50000E+02	4.99988E+00	4.67343E-05	3.10269E-10	7.21031E+06	7.13787E+06	8.90018E+04	1.26862E+04	-2.56328E-04
-6.60000E+02	-4.03897E-06	4.66165E-05	1.23648E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	4.99975E-01	4.66895E-05	1.18134E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	9.99991E-01	4.67632E-05	8.21922E-11	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	1.49997E+00	4.68360E-05	3.45543E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	1.99998E+00	4.69000E-05	5.47783E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	2.50001E+00	4.69736E-05	1.81904E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	2.99991E+00	4.70444E-05	1.28323E-09	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
-6.60000E+02	3.49992E+00	4.71053E-05	4.00028E-10	7.25715E+06	7.29331E+06	5.73453E+04	6.93299E+03	-2.60750E-04
